source,target,identity,evalue,bitscore
P04851,P0DXN7,0.9264,0.0,0.0
P04908,P04909,0.479,0.0,0.0
P04908,P04910,0.4819,0.0,0.0
P04908,P04911,0.4327,0.0,0.0
P04908,P04912,0.4412,0.0,0.0
P04908,P06897,0.7357,0.0,0.0
P04908,P08844,0.497,0.0,0.0
P04908,P08985,0.1972,0.0,0.0
P04908,P08992,0.1784,0.0,0.0
P04908,P09588,0.5325,0.0,0.0
P04908,P0C0S4,0.1902,0.0,0.0
P04908,P0C0S8,0.9141,0.0,0.0
P04908,P0C0S9,0.9141,0.0,0.0
P04908,P0C169,0.9141,0.0,0.0
P04908,P0C170,0.952,0.0,0.0
P04908,P16104,0.6603,0.0,0.0
P04909,P04910,0.9008,0.0,0.0
P04909,P04911,0.485,0.0,0.0
P04909,P04912,0.485,0.0,0.0
P04909,P06897,0.4819,0.0,0.0
P04909,P08844,0.634,0.0,0.0
P04909,P08985,0.1622,0.0,0.0
P04909,P08992,0.1545,0.0,0.0
P04909,P09588,0.4142,0.0,0.0
P04909,P0C0S8,0.485,0.0,0.0
P04909,P0C0S9,0.485,0.0,0.0
P04909,P0C169,0.503,0.0,0.0
P04909,P0C170,0.488,0.0,0.0
P04909,P16104,0.4637,0.0,0.0
P04910,P04911,0.497,0.0,0.0
P04910,P04912,0.497,0.0,0.0
P04910,P06897,0.4759,0.0,0.0
P04910,P08844,0.649,0.0,0.0
P04910,P08985,0.1682,0.0,0.0
P04910,P08992,0.1606,0.0,0.0
P04910,P09588,0.4167,0.0,0.0
P04910,P0C0S4,0.1549,0.0,0.0
P04910,P0C0S8,0.488,0.0,0.0
P04910,P0C0S9,0.488,0.0,0.0
P04910,P0C169,0.5061,0.0,0.0
P04910,P0C170,0.4909,0.0,0.0
P04910,P16104,0.45,0.0,0.0
P04911,P04912,0.9524,0.0,0.0
P04911,P06897,0.4269,0.0,0.0
P04911,P08844,0.5404,0.0,0.0
P04911,P08985,0.1532,0.0,0.0
P04911,P08992,0.1507,0.0,0.0
P04911,P09588,0.3543,0.0,0.0
P04911,P0C0S4,0.1502,0.0,0.0
P04911,P0C0S8,0.4386,0.0,0.0
P04911,P0C0S9,0.4386,0.0,0.0
P04911,P0C169,0.4471,0.0,0.0
P04911,P0C170,0.4412,0.0,0.0
P04911,P16104,0.4286,0.0,0.0
P04912,P06897,0.4353,0.0,0.0
P04912,P08844,0.5404,0.0,0.0
P04912,P08992,0.156,0.0,0.0
P04912,P09588,0.3621,0.0,0.0
P04912,P0C0S8,0.4471,0.0,0.0
P04912,P0C0S9,0.4471,0.0,0.0
P04912,P0C169,0.4471,0.0,0.0
P04912,P0C170,0.4497,0.0,0.0
P04912,P16104,0.4208,0.0,0.0
P04913,P06899,0.2766,0.0,0.0
P04913,P0C1H3,0.2903,0.0,0.0
P04913,P0C1H4,0.2834,0.0,0.0
P04913,P0C1H5,0.2834,0.0,0.0
P04913,P10853,0.2781,0.0,0.0
P04913,P10854,0.2849,0.0,0.0
P04936,P06209,0.1504,0.0,0.0
P04936,P07210,0.3806,0.0,0.0
P04936,P08291,0.1742,0.0,0.0
P04936,P08292,0.1675,0.0,0.0
P04936,P12915,0.1514,0.0,0.0
P04936,P12916,0.4492,0.0,0.0
P04936,P13900,0.1748,0.0,0.0
P04936,P16604,0.1733,0.0,0.0
P04958,P0DPI0,0.1513,0.0,0.0
P04958,P0DPI1,0.1513,0.0,0.0
P04958,P0DPK1,0.1538,0.0,0.0
P04958,P10844,0.1964,0.0,0.0
P05023,P05024,0.9104,0.0,0.0
P05023,P06685,0.8512,0.0,0.0
P05023,P06686,0.595,0.0,0.0
P05023,P06687,0.5883,0.0,0.0
P05023,P09572,0.7331,0.0,0.0
P05023,P09626,0.2649,0.0,0.0
P05023,P13607,0.4013,0.0,0.0
P05023,P13637,0.5912,0.0,0.0
P05024,P06685,0.8536,0.0,0.0
P05024,P06686,0.5877,0.0,0.0
P05024,P06687,0.5866,0.0,0.0
P05024,P09572,0.7339,0.0,0.0
P05024,P09626,0.2629,0.0,0.0
P05024,P13607,0.3939,0.0,0.0
P05024,P13637,0.5866,0.0,0.0
P05030,P09627,0.3791,0.0,0.0
P05057,P05058,0.976,0.0,0.0
P05067,P08592,0.8568,0.0,0.0
P05081,P12115,0.3548,0.0,0.0
P05114,P05204,0.1712,0.0,0.0
P05122,P06732,0.4422,0.0,0.0
P05122,P07335,0.6214,0.0,0.0
P05122,P09605,0.2262,0.0,0.0
P05122,P12277,0.6404,0.0,0.0
P05122,P12532,0.2376,0.0,0.0
P05122,P17540,0.2251,0.0,0.0
P05126,P05128,0.2955,0.0,0.0
P05126,P05129,0.3039,0.0,0.0
P05126,P05130,0.2838,0.0,0.0
P05126,P05696,0.456,0.0,0.0
P05126,P05771,0.9268,0.0,0.0
P05126,P05772,0.9611,0.0,0.0
P05126,P10102,0.4527,0.0,0.0
P05126,P10829,0.3024,0.0,0.0
P05126,P13677,0.1677,0.0,0.0
P05126,P13678,0.1502,0.0,0.0
P05126,P17252,0.451,0.0,0.0
P05128,P05129,0.9033,0.0,0.0
P05128,P05130,0.252,0.0,0.0
P05128,P05696,0.3277,0.0,0.0
P05128,P05771,0.2928,0.0,0.0
P05128,P05772,0.2964,0.0,0.0
P05128,P09216,0.152,0.0,0.0
P05128,P10102,0.3262,0.0,0.0
P05128,P10829,0.9144,0.0,0.0
P05128,P10830,0.1515,0.0,0.0
P05128,P13678,0.1577,0.0,0.0
P05128,P16054,0.1503,0.0,0.0
P05128,P17252,0.3305,0.0,0.0
P05129,P05130,0.2542,0.0,0.0
P05129,P05696,0.3249,0.0,0.0
P05129,P05771,0.3012,0.0,0.0
P05129,P05772,0.3035,0.0,0.0
P05129,P09216,0.1559,0.0,0.0
P05129,P10102,0.3236,0.0,0.0
P05129,P10829,0.9538,0.0,0.0
P05129,P10830,0.1555,0.0,0.0
P05129,P13678,0.1595,0.0,0.0
P05129,P16054,0.1542,0.0,0.0
P05129,P17252,0.3291,0.0,0.0
P05130,P05696,0.2803,0.0,0.0
P05130,P05771,0.2812,0.0,0.0
P05130,P05772,0.2834,0.0,0.0
P05130,P09216,0.153,0.0,0.0
P05130,P10102,0.2764,0.0,0.0
P05130,P10829,0.2537,0.0,0.0
P05130,P10830,0.1555,0.0,0.0
P05130,P13677,0.1809,0.0,0.0
P05130,P13678,0.1576,0.0,0.0
P05130,P16054,0.1543,0.0,0.0
P05130,P17252,0.2803,0.0,0.0
P05131,P05132,0.7043,0.0,0.0
P05131,P05383,0.9769,0.0,0.0
P05131,P12370,0.4463,0.0,0.0
P05131,P17612,0.7252,0.0,0.0
P05132,P05383,0.7215,0.0,0.0
P05132,P12370,0.4501,0.0,0.0
P05132,P17612,0.8933,0.0,0.0
P05165,P0DTA4,0.6346,0.0,0.0
P05165,P14882,0.5879,0.0,0.0
P05178,P05181,0.1539,0.0,0.0
P05178,P05182,0.1528,0.0,0.0
P05178,P11712,0.3421,0.0,0.0
P05181,P05182,0.3763,0.0,0.0
P05183,P08684,0.2917,0.0,0.0
P05187,P09923,0.5243,0.0,0.0
P05187,P15693,0.3129,0.0,0.0
P05197,P13639,0.9664,0.0,0.0
P05383,P12370,0.4433,0.0,0.0
P05383,P17612,0.7429,0.0,0.0
P05412,P05627,0.8855,0.0,0.0
P05412,P09450,0.1789,0.0,0.0
P05412,P15066,0.252,0.0,0.0
P05412,P17275,0.1806,0.0,0.0
P05412,P17325,0.8521,0.0,0.0
P05426,P14148,0.9012,0.0,0.0
P05480,P06239,0.1549,0.0,0.0
P05480,P06240,0.158,0.0,0.0
P05480,P06241,0.3264,0.0,0.0
P05480,P07947,0.3847,0.0,0.0
P05480,P07948,0.1812,0.0,0.0
P05480,P08103,0.175,0.0,0.0
P05480,P08631,0.1797,0.0,0.0
P05480,P09324,0.3849,0.0,0.0
P05480,P09769,0.2556,0.0,0.0
P05480,P12931,0.9497,0.0,0.0
P05480,P13406,0.309,0.0,0.0
P05480,P14234,0.2598,0.0,0.0
P05480,P16277,0.1785,0.0,0.0
P05532,P07333,0.1744,0.0,0.0
P05532,P09581,0.1666,0.0,0.0
P05532,P10721,0.5059,0.0,0.0
P05532,P13369,0.1652,0.0,0.0
P05540,P06332,0.3398,0.0,0.0
P05540,P16004,0.1625,0.0,0.0
P05622,P09619,0.5632,0.0,0.0
P05622,P16234,0.1965,0.0,0.0
P05625,P10398,0.2361,0.0,0.0
P05625,P11345,0.7637,0.0,0.0
P05625,P11346,0.155,0.0,0.0
P05625,P14056,0.2397,0.0,0.0
P05625,P15056,0.2422,0.0,0.0
P05627,P09450,0.1767,0.0,0.0
P05627,P15066,0.2546,0.0,0.0
P05627,P17275,0.1784,0.0,0.0
P05627,P17325,0.9624,0.0,0.0
P05661,P08799,0.1728,0.0,0.0
P05661,P08964,0.1555,0.0,0.0
P05661,P10587,0.1888,0.0,0.0
P05661,P11055,0.2416,0.0,0.0
P05661,P12844,0.2222,0.0,0.0
P05661,P12845,0.2098,0.0,0.0
P05661,P12847,0.2421,0.0,0.0
P05661,P12882,0.2392,0.0,0.0
P05661,P12883,0.2446,0.0,0.0
P05661,P13533,0.2489,0.0,0.0
P05661,P13535,0.2376,0.0,0.0
P05661,P13538,0.2357,0.0,0.0
P05661,P13539,0.2472,0.0,0.0
P05661,P13540,0.2472,0.0,0.0
P05661,P13541,0.2407,0.0,0.0
P05661,P13542,0.232,0.0,0.0
P05661,P14105,0.2034,0.0,0.0
P05674,P08768,0.1934,0.0,0.0
P05674,P09592,0.9632,0.0,0.0
P05674,P13897,0.1737,0.0,0.0
P05696,P05771,0.456,0.0,0.0
P05696,P05772,0.4576,0.0,0.0
P05696,P09215,0.1536,0.0,0.0
P05696,P09216,0.1535,0.0,0.0
P05696,P10102,0.9593,0.0,0.0
P05696,P10829,0.3249,0.0,0.0
P05696,P10830,0.1551,0.0,0.0
P05696,P13678,0.154,0.0,0.0
P05696,P16054,0.1538,0.0,0.0
P05696,P17252,0.9563,0.0,0.0
P05708,P17710,0.7658,0.0,0.0
P05759,P0CG48,0.4088,0.0,0.0
P05759,P15357,0.4608,0.0,0.0
P05769,P06935,0.3555,0.0,0.0
P05769,P07564,0.1536,0.0,0.0
P05769,P09732,0.2925,0.0,0.0
P05769,P09866,0.1539,0.0,0.0
P05769,P14335,0.3579,0.0,0.0
P05769,P14403,0.3669,0.0,0.0
P05769,P17763,0.1581,0.0,0.0
P05771,P05772,0.9252,0.0,0.0
P05771,P10102,0.4543,0.0,0.0
P05771,P10829,0.2997,0.0,0.0
P05771,P13677,0.1688,0.0,0.0
P05771,P13678,0.1502,0.0,0.0
P05771,P17252,0.451,0.0,0.0
P05772,P10102,0.4542,0.0,0.0
P05772,P10829,0.3033,0.0,0.0
P05772,P13677,0.1671,0.0,0.0
P05772,P13678,0.1506,0.0,0.0
P05772,P17252,0.4525,0.0,0.0
P05887,P05888,0.685,0.0,0.0
P05887,P05889,0.6364,0.0,0.0
P05887,P05890,0.6977,0.0,0.0
P05887,P05891,0.1689,0.0,0.0
P05887,P05893,0.1817,0.0,0.0
P05887,P05894,0.1863,0.0,0.0
P05887,P05959,0.3542,0.0,0.0
P05887,P05960,0.723,0.0,0.0
P05887,P05961,0.3679,0.0,0.0
P05887,P0C1K7,0.4154,0.0,0.0
P05887,P0C6F2,0.3869,0.0,0.0
P05887,P12450,0.1752,0.0,0.0
P05887,P12493,0.7537,0.0,0.0
P05887,P12494,0.7399,0.0,0.0
P05887,P12495,0.5916,0.0,0.0
P05887,P12496,0.17,0.0,0.0
P05887,P12497,0.3711,0.0,0.0
P05887,P12498,0.568,0.0,0.0
P05887,P12499,0.3317,0.0,0.0
P05887,P15832,0.1687,0.0,0.0
P05887,P17282,0.331,0.0,0.0
P05887,P17283,0.2093,0.0,0.0
P05887,P17756,0.1598,0.0,0.0
P05887,P18041,0.1724,0.0,0.0
P05888,P05889,0.6221,0.0,0.0
P05888,P05890,0.6632,0.0,0.0
P05888,P05891,0.1825,0.0,0.0
P05888,P05892,0.1588,0.0,0.0
P05888,P05893,0.2045,0.0,0.0
P05888,P05894,0.2063,0.0,0.0
P05888,P05896,0.1556,0.0,0.0
P05888,P05897,0.1552,0.0,0.0
P05888,P05959,0.3475,0.0,0.0
P05888,P05960,0.5491,0.0,0.0
P05888,P05961,0.4251,0.0,0.0
P05888,P0C1K7,0.441,0.0,0.0
P05888,P0C6F2,0.3938,0.0,0.0
P05888,P12450,0.1889,0.0,0.0
P05888,P12493,0.7043,0.0,0.0
P05888,P12494,0.7602,0.0,0.0
P05888,P12495,0.5719,0.0,0.0
P05888,P12496,0.194,0.0,0.0
P05888,P12497,0.371,0.0,0.0
P05888,P12498,0.6244,0.0,0.0
P05888,P12499,0.3356,0.0,0.0
P05888,P15832,0.1911,0.0,0.0
P05888,P15833,0.1517,0.0,0.0
P05888,P17282,0.3518,0.0,0.0
P05888,P17283,0.215,0.0,0.0
P05888,P17756,0.1732,0.0,0.0
P05888,P18041,0.1744,0.0,0.0
P05889,P05890,0.5832,0.0,0.0
P05889,P05891,0.1669,0.0,0.0
P05889,P05893,0.1763,0.0,0.0
P05889,P05894,0.1831,0.0,0.0
P05889,P05959,0.3351,0.0,0.0
P05889,P05960,0.5925,0.0,0.0
P05889,P05961,0.3568,0.0,0.0
P05889,P0C1K7,0.3963,0.0,0.0
P05889,P0C6F2,0.3739,0.0,0.0
P05889,P12450,0.1676,0.0,0.0
P05889,P12493,0.6766,0.0,0.0
P05889,P12494,0.633,0.0,0.0
P05889,P12495,0.5225,0.0,0.0
P05889,P12496,0.1697,0.0,0.0
P05889,P12497,0.375,0.0,0.0
P05889,P12498,0.6026,0.0,0.0
P05889,P12499,0.3169,0.0,0.0
P05889,P15832,0.1683,0.0,0.0
P05889,P17282,0.3193,0.0,0.0
P05889,P17283,0.1976,0.0,0.0
P05889,P18041,0.1676,0.0,0.0
P05890,P05891,0.173,0.0,0.0
P05890,P05892,0.158,0.0,0.0
P05890,P05893,0.1873,0.0,0.0
P05890,P05894,0.192,0.0,0.0
P05890,P05959,0.4489,0.0,0.0
P05890,P05960,0.5207,0.0,0.0
P05890,P05961,0.3512,0.0,0.0
P05890,P0C1K7,0.4364,0.0,0.0
P05890,P0C6F2,0.3587,0.0,0.0
P05890,P12450,0.1779,0.0,0.0
P05890,P12493,0.7299,0.0,0.0
P05890,P12494,0.6918,0.0,0.0
P05890,P12495,0.5721,0.0,0.0
P05890,P12496,0.1755,0.0,0.0
P05890,P12497,0.3529,0.0,0.0
P05890,P12498,0.5397,0.0,0.0
P05890,P12499,0.3095,0.0,0.0
P05890,P15832,0.1728,0.0,0.0
P05890,P17282,0.338,0.0,0.0
P05890,P17283,0.206,0.0,0.0
P05890,P17756,0.1695,0.0,0.0
P05890,P18041,0.1707,0.0,0.0
P05891,P05892,0.2197,0.0,0.0
P05891,P05893,0.5189,0.0,0.0
P05891,P05894,0.5222,0.0,0.0
P05891,P05895,0.1741,0.0,0.0
P05891,P05896,0.3058,0.0,0.0
P05891,P05897,0.3001,0.0,0.0
P05891,P05960,0.1581,0.0,0.0
P05891,P05962,0.4446,0.0,0.0
P05891,P0C1K7,0.1569,0.0,0.0
P05891,P12450,0.5759,0.0,0.0
P05891,P12451,0.3231,0.0,0.0
P05891,P12493,0.1749,0.0,0.0
P05891,P12494,0.192,0.0,0.0
P05891,P12495,0.172,0.0,0.0
P05891,P12496,0.5166,0.0,0.0
P05891,P12498,0.1859,0.0,0.0
P05891,P12502,0.3043,0.0,0.0
P05891,P15832,0.477,0.0,0.0
P05891,P15833,0.2932,0.0,0.0
P05891,P17282,0.163,0.0,0.0
P05891,P17756,0.5898,0.0,0.0
P05891,P17757,0.3228,0.0,0.0
P05891,P18041,0.6154,0.0,0.0
P05891,P18042,0.3458,0.0,0.0
P05892,P05893,0.1968,0.0,0.0
P05892,P05894,0.1897,0.0,0.0
P05892,P05895,0.3503,0.0,0.0
P05892,P05897,0.1533,0.0,0.0
P05892,P05962,0.1678,0.0,0.0
P05892,P12450,0.2125,0.0,0.0
P05892,P12451,0.1562,0.0,0.0
P05892,P12494,0.1648,0.0,0.0
P05892,P12495,0.1683,0.0,0.0
P05892,P12496,0.2073,0.0,0.0
P05892,P12498,0.1529,0.0,0.0
P05892,P12502,0.1548,0.0,0.0
P05892,P15832,0.2118,0.0,0.0
P05892,P15833,0.1594,0.0,0.0
P05892,P17282,0.1594,0.0,0.0
P05892,P17756,0.225,0.0,0.0
P05892,P17757,0.1692,0.0,0.0
P05892,P18041,0.2278,0.0,0.0
P05892,P18042,0.1729,0.0,0.0
P05893,P05894,0.8308,0.0,0.0
P05893,P05895,0.1513,0.0,0.0
P05893,P05896,0.3861,0.0,0.0
P05893,P05897,0.4362,0.0,0.0
P05893,P05960,0.1647,0.0,0.0
P05893,P05962,0.3075,0.0,0.0
P05893,P0C1K7,0.1725,0.0,0.0
P05893,P12450,0.5086,0.0,0.0
P05893,P12451,0.2943,0.0,0.0
P05893,P12493,0.1893,0.0,0.0
P05893,P12494,0.1977,0.0,0.0
P05893,P12495,0.1849,0.0,0.0
P05893,P12496,0.6719,0.0,0.0
P05893,P12498,0.1871,0.0,0.0
P05893,P12502,0.354,0.0,0.0
P05893,P15832,0.5016,0.0,0.0
P05893,P15833,0.2953,0.0,0.0
P05893,P17282,0.1728,0.0,0.0
P05893,P17756,0.5,0.0,0.0
P05893,P17757,0.299,0.0,0.0
P05893,P18041,0.5228,0.0,0.0
P05893,P18042,0.3106,0.0,0.0
P05894,P05895,0.1515,0.0,0.0
P05894,P05896,0.4395,0.0,0.0
P05894,P05897,0.3881,0.0,0.0
P05894,P05960,0.169,0.0,0.0
P05894,P05962,0.309,0.0,0.0
P05894,P0C1K7,0.1741,0.0,0.0
P05894,P12450,0.4862,0.0,0.0
P05894,P12451,0.2825,0.0,0.0
P05894,P12493,0.1955,0.0,0.0
P05894,P12494,0.201,0.0,0.0
P05894,P12495,0.188,0.0,0.0
P05894,P12496,0.6387,0.0,0.0
P05894,P12498,0.1902,0.0,0.0
P05894,P12502,0.349,0.0,0.0
P05894,P15832,0.4884,0.0,0.0
P05894,P15833,0.2944,0.0,0.0
P05894,P17282,0.1744,0.0,0.0
P05894,P17756,0.4984,0.0,0.0
P05894,P17757,0.2968,0.0,0.0
P05894,P18041,0.5285,0.0,0.0
P05894,P18042,0.3097,0.0,0.0
P05895,P05896,0.2211,0.0,0.0
P05895,P05897,0.2256,0.0,0.0
P05895,P05959,0.2073,0.0,0.0
P05895,P05961,0.212,0.0,0.0
P05895,P05962,0.2236,0.0,0.0
P05895,P0C6F2,0.2148,0.0,0.0
P05895,P12450,0.1626,0.0,0.0
P05895,P12451,0.2229,0.0,0.0
P05895,P12496,0.156,0.0,0.0
P05895,P12497,0.2072,0.0,0.0
P05895,P12499,0.2153,0.0,0.0
P05895,P12502,0.2269,0.0,0.0
P05895,P15832,0.165,0.0,0.0
P05895,P15833,0.2255,0.0,0.0
P05895,P17283,0.2021,0.0,0.0
P05895,P17756,0.1657,0.0,0.0
P05895,P17757,0.2297,0.0,0.0
P05895,P18041,0.1755,0.0,0.0
P05895,P18042,0.2327,0.0,0.0
P05896,P05897,0.8737,0.0,0.0
P05896,P05959,0.2132,0.0,0.0
P05896,P05961,0.2171,0.0,0.0
P05896,P05962,0.5142,0.0,0.0
P05896,P0C6F2,0.2149,0.0,0.0
P05896,P12450,0.2855,0.0,0.0
P05896,P12451,0.5046,0.0,0.0
P05896,P12494,0.15,0.0,0.0
P05896,P12496,0.3349,0.0,0.0
P05896,P12497,0.2107,0.0,0.0
P05896,P12498,0.1553,0.0,0.0
P05896,P12499,0.2171,0.0,0.0
P05896,P12502,0.6942,0.0,0.0
P05896,P15832,0.2768,0.0,0.0
P05896,P15833,0.4602,0.0,0.0
P05896,P17283,0.1937,0.0,0.0
P05896,P17756,0.2929,0.0,0.0
P05896,P17757,0.5227,0.0,0.0
P05896,P18041,0.2974,0.0,0.0
P05896,P18042,0.5272,0.0,0.0
P05897,P05959,0.2144,0.0,0.0
P05897,P05961,0.2175,0.0,0.0
P05897,P05962,0.5092,0.0,0.0
P05897,P0C6F2,0.2128,0.0,0.0
P05897,P12450,0.2942,0.0,0.0
P05897,P12451,0.5197,0.0,0.0
P05897,P12496,0.3456,0.0,0.0
P05897,P12497,0.2086,0.0,0.0
P05897,P12498,0.153,0.0,0.0
P05897,P12499,0.2175,0.0,0.0
P05897,P12502,0.7196,0.0,0.0
P05897,P15832,0.2784,0.0,0.0
P05897,P15833,0.4602,0.0,0.0
P05897,P17283,0.198,0.0,0.0
P05897,P17756,0.2909,0.0,0.0
P05897,P17757,0.5239,0.0,0.0
P05897,P18041,0.2918,0.0,0.0
P05897,P18042,0.535,0.0,0.0
P05937,P07171,0.9173,0.0,0.0
P05937,P12658,0.9213,0.0,0.0
P05959,P05960,0.435,0.0,0.0
P05959,P05961,0.7268,0.0,0.0
P05959,P05962,0.2107,0.0,0.0
P05959,P0C1K7,0.2523,0.0,0.0
P05959,P0C6F2,0.7505,0.0,0.0
P05959,P12451,0.215,0.0,0.0
P05959,P12493,0.3627,0.0,0.0
P05959,P12494,0.3373,0.0,0.0
P05959,P12495,0.3039,0.0,0.0
P05959,P12497,0.7815,0.0,0.0
P05959,P12498,0.396,0.0,0.0
P05959,P12499,0.6761,0.0,0.0
P05959,P12502,0.2131,0.0,0.0
P05959,P15833,0.2028,0.0,0.0
P05959,P17282,0.2117,0.0,0.0
P05959,P17283,0.435,0.0,0.0
P05959,P17757,0.2159,0.0,0.0
P05959,P18042,0.2204,0.0,0.0
P05960,P05961,0.4532,0.0,0.0
P05960,P0C1K7,0.3434,0.0,0.0
P05960,P0C6F2,0.4788,0.0,0.0
P05960,P12450,0.1587,0.0,0.0
P05960,P12493,0.5683,0.0,0.0
P05960,P12494,0.5472,0.0,0.0
P05960,P12495,0.4768,0.0,0.0
P05960,P12496,0.1604,0.0,0.0
P05960,P12497,0.4767,0.0,0.0
P05960,P12498,0.6946,0.0,0.0
P05960,P12499,0.4022,0.0,0.0
P05960,P15832,0.1607,0.0,0.0
P05960,P17282,0.2891,0.0,0.0
P05960,P17283,0.2334,0.0,0.0
P05960,P18041,0.1614,0.0,0.0
P05961,P05962,0.2064,0.0,0.0
P05961,P0C1K7,0.2603,0.0,0.0
P05961,P0C6F2,0.7854,0.0,0.0
P05961,P12451,0.2147,0.0,0.0
P05961,P12493,0.3739,0.0,0.0
P05961,P12494,0.3796,0.0,0.0
P05961,P12495,0.3281,0.0,0.0
P05961,P12497,0.7739,0.0,0.0
P05961,P12498,0.4429,0.0,0.0
P05961,P12499,0.6819,0.0,0.0
P05961,P12502,0.2145,0.0,0.0
P05961,P15833,0.2099,0.0,0.0
P05961,P17282,0.2212,0.0,0.0
P05961,P17283,0.4376,0.0,0.0
P05961,P17757,0.2148,0.0,0.0
P05961,P18042,0.2143,0.0,0.0
P05962,P0C6F2,0.2099,0.0,0.0
P05962,P12450,0.319,0.0,0.0
P05962,P12451,0.6414,0.0,0.0
P05962,P12494,0.1504,0.0,0.0
P05962,P12496,0.2981,0.0,0.0
P05962,P12497,0.209,0.0,0.0
P05962,P12498,0.1538,0.0,0.0
P05962,P12499,0.2146,0.0,0.0
P05962,P12502,0.5212,0.0,0.0
P05962,P15832,0.2784,0.0,0.0
P05962,P15833,0.4703,0.0,0.0
P05962,P17283,0.1935,0.0,0.0
P05962,P17756,0.3321,0.0,0.0
P05962,P17757,0.615,0.0,0.0
P05962,P18041,0.3382,0.0,0.0
P05962,P18042,0.6242,0.0,0.0
P05964,P06703,0.7449,0.0,0.0
P05964,P14069,0.9318,0.0,0.0
P05986,P06244,0.4221,0.0,0.0
P05986,P06245,0.3037,0.0,0.0
P05990,P07259,0.2396,0.0,0.0
P05990,P07756,0.1992,0.0,0.0
P05990,P08955,0.2995,0.0,0.0
P06104,P0CS16,0.1859,0.0,0.0
P06104,P0CS17,0.1859,0.0,0.0
P06186,P06401,0.6738,0.0,0.0
P06186,P06536,0.1743,0.0,0.0
P06186,P06537,0.1749,0.0,0.0
P06186,P07812,0.355,0.0,0.0
P06186,P08235,0.1502,0.0,0.0
P06186,P10275,0.1735,0.0,0.0
P06186,P15207,0.1702,0.0,0.0
P06209,P06210,0.5611,0.0,0.0
P06209,P08291,0.1881,0.0,0.0
P06209,P08292,0.1984,0.0,0.0
P06209,P12915,0.162,0.0,0.0
P06209,P12916,0.1548,0.0,0.0
P06209,P13900,0.1926,0.0,0.0
P06209,P16604,0.1911,0.0,0.0
P06210,P08291,0.1886,0.0,0.0
P06210,P08292,0.1966,0.0,0.0
P06210,P12915,0.1564,0.0,0.0
P06210,P13900,0.2019,0.0,0.0
P06210,P16604,0.2011,0.0,0.0
P06211,P06212,0.4492,0.0,0.0
P06211,P16058,0.2118,0.0,0.0
P06212,P16058,0.197,0.0,0.0
P06213,P08069,0.1759,0.0,0.0
P06213,P14616,0.1715,0.0,0.0
P06213,P14617,0.1744,0.0,0.0
P06213,P15127,0.7962,0.0,0.0
P06213,P15208,0.8061,0.0,0.0
P06214,P10518,0.8651,0.0,0.0
P06214,P13716,0.5654,0.0,0.0
P06239,P06240,0.8537,0.0,0.0
P06239,P06241,0.1847,0.0,0.0
P06239,P07947,0.1725,0.0,0.0
P06239,P07948,0.2542,0.0,0.0
P06239,P08103,0.2215,0.0,0.0
P06239,P08631,0.2416,0.0,0.0
P06239,P09324,0.1788,0.0,0.0
P06239,P09769,0.1569,0.0,0.0
P06239,P12931,0.1562,0.0,0.0
P06239,P13406,0.1878,0.0,0.0
P06239,P14234,0.1575,0.0,0.0
P06239,P16277,0.2207,0.0,0.0
P06240,P06241,0.1782,0.0,0.0
P06240,P07947,0.162,0.0,0.0
P06240,P07948,0.2596,0.0,0.0
P06240,P08103,0.2251,0.0,0.0
P06240,P08631,0.2422,0.0,0.0
P06240,P09324,0.1696,0.0,0.0
P06240,P09769,0.1532,0.0,0.0
P06240,P12931,0.1593,0.0,0.0
P06240,P13406,0.1813,0.0,0.0
P06240,P14234,0.1578,0.0,0.0
P06240,P16277,0.2151,0.0,0.0
P06241,P07947,0.3899,0.0,0.0
P06241,P07948,0.2065,0.0,0.0
P06241,P08103,0.1913,0.0,0.0
P06241,P08631,0.1932,0.0,0.0
P06241,P09324,0.3978,0.0,0.0
P06241,P09769,0.3247,0.0,0.0
P06241,P12931,0.3264,0.0,0.0
P06241,P13406,0.8541,0.0,0.0
P06241,P14234,0.3324,0.0,0.0
P06241,P16277,0.2056,0.0,0.0
P06244,P06245,0.3047,0.0,0.0
P06332,P16004,0.1627,0.0,0.0
P06349,P06350,0.2032,0.0,0.0
P06349,P10412,0.2784,0.0,0.0
P06349,P15864,0.2169,0.0,0.0
P06349,P15865,0.2594,0.0,0.0
P06349,P16401,0.2617,0.0,0.0
P06349,P16402,0.2456,0.0,0.0
P06349,P16403,0.2407,0.0,0.0
P06350,P07305,0.1586,0.0,0.0
P06350,P10412,0.4675,0.0,0.0
P06350,P10922,0.1616,0.0,0.0
P06350,P15864,0.454,0.0,0.0
P06350,P15865,0.452,0.0,0.0
P06350,P16401,0.4412,0.0,0.0
P06350,P16402,0.4093,0.0,0.0
P06350,P16403,0.4602,0.0,0.0
P06401,P06536,0.1725,0.0,0.0
P06401,P06537,0.1714,0.0,0.0
P06401,P07812,0.3656,0.0,0.0
P06401,P10275,0.1648,0.0,0.0
P06401,P15207,0.1668,0.0,0.0
P06441,P08617,0.9374,0.0,0.0
P06441,P13901,0.9282,0.0,0.0
P06441,P14553,0.7385,0.0,0.0
P06447,P06829,0.9458,0.0,0.0
P06447,P12576,0.1677,0.0,0.0
P06493,P11440,0.8413,0.0,0.0
P06493,P13863,0.6839,0.0,0.0
P06494,P13388,0.2067,0.0,0.0
